customer_id,age,gender,city,total_orders,avg_order_value,loyalty_points,days_since_last_order,is_subscribed,device_type,sales_amount
338,43,M,Samarkand,14,60775.0,437.0,80.0,1,Desktop,1932720.4618403383
339,34,M,Namangan,35,258873.0,458.0,36.0,0,Desktop,9625081.225624712
340,57,F,,48,134995.0,413.0,28.0,1,Desktop,6480794.980371275
341,50,F,Samarkand,45,,303.0,93.0,0,Mobile,11437157.7074906
342,26,M,Namangan,20,197745.0,290.0,47.0,1,Desktop,3060813.357070625
343,56,M,Samarkand,49,172808.0,,76.0,1,Desktop,8581197.569293926
344,46,M,Andijan,13,208128.0,165.0,30.0,1,Mobile,2555037.744373743
345,59,M,Andijan,38,187686.0,414.0,23.0,1,Mobile,6949202.376206532
346,43,F,Andijan,49,282628.0,461.0,16.0,0,Desktop,12352750.988136569
347,52,M,Tashkent,46,57415.0,407.0,14.0,0,Mobile,1816992.248587571
348,42,F,Andijan,49,269763.0,113.0,74.0,1,Desktop,12788992.175874619
349,41,F,Namangan,8,296038.0,432.0,71.0,1,Mobile,3479343.1806387566
350,30,F,Samarkand,43,224956.0,479.0,52.0,0,Mobile,10198431.490403987
351,24,M,Bukhara,20,,355.0,,0,Desktop,5077894.248027902
352,53,M,Namangan,33,218798.0,415.0,,0,Desktop,8670747.38240013
353,37,M,Namangan,26,,182.0,67.0,0,Desktop,2683453.1452494953
354,18,M,Andijan,39,238221.0,206.0,15.0,1,Mobile,9533912.410680298
355,25,F,Tashkent,21,218616.0,255.0,47.0,1,Desktop,3745442.0033147894
356,33,M,Samarkand,49,99976.0,234.0,46.0,0,Desktop,7002495.26457331
357,31,M,Tashkent,42,213324.0,441.0,52.0,0,Desktop,7762263.928289809
358,29,F,Samarkand,43,53832.0,354.0,,0,Desktop,2610510.088208495
359,40,M,Samarkand,41,271883.0,2.0,77.0,0,Desktop,11981002.003545381
360,32,F,Tashkent,9,261509.0,207.0,21.0,0,Mobile,3303818.5775313377
361,45,F,Namangan,24,284821.0,196.0,64.0,0,Desktop,5778614.909560677
362,51,F,Samarkand,37,84148.0,340.0,37.0,1,Desktop,2863572.9971324094
363,19,F,Tashkent,49,242312.0,124.0,27.0,1,Mobile,11136333.227882337
364,49,F,Samarkand,41,289241.0,137.0,55.0,1,Desktop,9946946.77043398
365,40,F,Bukhara,17,269526.0,338.0,29.0,0,Desktop,4881268.741744962
366,39,F,Namangan,24,,,20.0,0,Desktop,3187904.6037600227
367,42,F,Andijan,21,135076.0,67.0,25.0,0,Desktop,4375578.284711346
368,39,M,Samarkand,39,258188.0,60.0,70.0,1,Desktop,10714506.438188672
369,39,M,Bukhara,41,234531.0,28.0,63.0,0,Mobile,9671172.950214107
370,59,M,Andijan,39,88402.0,382.0,36.0,0,Mobile,3165978.467629131
371,23,M,Andijan,13,238799.0,18.0,2.0,1,Mobile,3228503.0697856746
372,32,F,Samarkand,11,88578.0,170.0,22.0,0,Desktop,803484.1840842201
373,54,M,Tashkent,46,140453.0,449.0,96.0,1,Mobile,6754877.108893109
374,50,F,Samarkand,19,203390.0,73.0,16.0,1,Desktop,5802545.770831969
375,25,M,Bukhara,11,125715.0,60.0,18.0,0,Desktop,348108.84465232235
376,22,M,Andijan,13,258859.0,426.0,69.0,1,Desktop,3409525.1313517266
377,56,M,Samarkand,46,161435.0,152.0,54.0,0,Mobile,8208398.400302224
378,21,F,Tashkent,45,266101.0,275.0,30.0,1,Mobile,11711904.158214176
379,23,M,Samarkand,1,201538.0,47.0,45.0,0,Mobile,1805579.8406083696
380,49,F,Namangan,40,145742.0,210.0,19.0,1,Desktop,6613139.153011838
381,47,F,Tashkent,44,95475.0,342.0,87.0,0,Mobile,3653009.5848303763
382,52,M,Bukhara,19,110142.0,407.0,34.0,1,Desktop,2500266.7022749824
383,57,M,Andijan,12,266232.0,138.0,13.0,1,Mobile,2559175.2658121986
384,33,M,,8,207636.0,109.0,,1,Mobile,918929.6856459053
385,30,F,Tashkent,8,203484.0,481.0,62.0,0,Desktop,1728174.020290419
386,59,M,Namangan,45,143526.0,182.0,93.0,0,Desktop,7813431.161901781
387,47,F,Tashkent,12,101001.0,27.0,22.0,1,Mobile,1970957.0397847167
388,36,F,Namangan,48,,196.0,52.0,0,Mobile,5242574.393502744
389,34,M,Bukhara,33,242029.0,190.0,52.0,1,Mobile,8863143.194802392
390,36,M,Andijan,45,216589.0,314.0,36.0,0,Desktop,10172123.710415829
391,45,F,Bukhara,26,194228.0,388.0,73.0,1,Desktop,4074034.9743747124
392,43,F,Samarkand,39,204136.0,50.0,,0,Mobile,7841166.380811689
393,54,F,Tashkent,28,75711.0,148.0,38.0,1,Mobile,2120748.4040185343
394,43,M,Namangan,5,80106.0,267.0,70.0,1,Desktop,1295720.3369259625
395,40,F,Namangan,8,115458.0,49.0,79.0,1,Mobile,381693.49939790333
396,26,M,Tashkent,25,197661.0,387.0,57.0,1,Desktop,4222360.424339229
397,29,F,Tashkent,27,270344.0,245.0,,0,Desktop,7376241.043213193
398,18,F,Samarkand,46,180429.0,112.0,9.0,1,Desktop,7710309.496005448
399,18,M,Bukhara,23,267583.0,169.0,32.0,0,Desktop,5915399.780416364
400,51,F,Namangan,30,151754.0,467.0,4.0,0,Desktop,4705240.427108874
401,49,M,Samarkand,45,188286.0,165.0,50.0,1,Desktop,81723258.36275545
402,42,M,Bukhara,47,277189.0,408.0,82.0,0,Mobile,14195065.742852816
403,57,F,Samarkand,23,266803.0,13.0,5.0,0,Desktop,7557264.106004422
404,18,M,Namangan,49,291190.0,202.0,20.0,0,Desktop,15232220.742958214
405,33,M,Tashkent,47,176479.0,,87.0,1,Mobile,6666815.834845137
406,56,F,Tashkent,20,208199.0,394.0,75.0,0,Desktop,3719006.337698166
407,22,M,Bukhara,18,186213.0,188.0,37.0,0,Mobile,3267181.8809678047
408,39,M,Andijan,18,,401.0,22.0,1,Desktop,-225861.25935007608
409,46,M,Bukhara,2,271493.0,154.0,58.0,1,Mobile,-255905.7171492806
410,20,F,Andijan,4,52708.0,54.0,68.0,0,Mobile,46402.03076744973
411,29,M,Samarkand,30,68375.0,181.0,93.0,1,Desktop,1692775.9188709385
412,43,F,Samarkand,33,65088.0,209.0,44.0,0,Desktop,2261054.1773089184
413,33,F,Namangan,36,107615.0,375.0,34.0,0,Desktop,2680811.6387230456
414,54,M,Andijan,18,160138.0,470.0,77.0,0,Desktop,2657201.6492831637
415,39,M,Namangan,37,226118.0,74.0,42.0,1,Mobile,8555275.750726579
416,46,M,Tashkent,19,60014.0,276.0,9.0,0,Mobile,1288467.4714248702
417,31,F,Andijan,47,245497.0,427.0,95.0,1,Mobile,12198752.577647883
418,45,M,Bukhara,28,184345.0,132.0,7.0,1,Desktop,5616234.361997534
419,22,M,Tashkent,40,228207.0,,68.0,0,Mobile,8892173.031245835
420,47,M,Tashkent,20,152842.0,424.0,19.0,1,Desktop,3388958.8830751223
421,22,M,Bukhara,49,211953.0,58.0,94.0,1,Desktop,9614703.905304963
422,29,M,Tashkent,33,278094.0,344.0,,1,Mobile,9078873.680972712
423,33,F,Andijan,12,128077.0,488.0,35.0,1,Desktop,725306.5280502939
424,43,F,Namangan,15,189784.0,181.0,57.0,1,Mobile,40026844.32276258
425,43,M,Tashkent,41,255776.0,457.0,85.0,0,Desktop,10441821.699469268
426,38,M,Andijan,39,102874.0,405.0,,1,Mobile,5278529.446228063
427,56,M,Samarkand,2,119087.0,338.0,31.0,0,Desktop,718670.0686884455
428,53,M,Andijan,29,,320.0,83.0,0,Mobile,1080950.7383437688
429,50,F,Namangan,41,290341.0,63.0,95.0,0,Mobile,12186587.59900152
430,47,M,Andijan,10,77128.0,326.0,53.0,0,Desktop,1743998.2650878448
431,54,F,Bukhara,2,118368.0,259.0,32.0,0,Desktop,288655.20839748654
432,40,F,Namangan,11,275091.0,192.0,66.0,0,Mobile,3196030.3523412384
433,27,M,Samarkand,13,268671.0,142.0,59.0,1,Desktop,3012265.691644922
434,22,F,Bukhara,10,269571.0,103.0,10.0,1,Desktop,2771313.2264773473
435,53,F,Andijan,14,128958.0,459.0,2.0,1,Desktop,2272810.1888021417
436,51,F,Namangan,18,82920.0,405.0,66.0,0,Mobile,1116244.1858814897
437,48,F,Samarkand,9,192228.0,213.0,60.0,1,Mobile,757256.0633203457
438,27,M,,39,192180.0,241.0,88.0,1,Desktop,8903490.499583194
439,36,M,Samarkand,28,212917.0,430.0,17.0,1,Desktop,6780796.505984741
440,49,F,Andijan,3,183872.0,208.0,96.0,0,Mobile,107957.89462861582
441,18,M,Samarkand,20,284686.0,92.0,16.0,1,Desktop,5959377.257158055
442,22,M,Tashkent,6,223784.0,429.0,16.0,0,Mobile,78625.33232701104
443,21,M,Bukhara,27,183682.0,141.0,46.0,1,Desktop,3052843.026089644
444,33,M,Samarkand,2,127603.0,433.0,,0,Desktop,1555839.087477801
445,41,M,Andijan,29,83872.0,403.0,31.0,0,Desktop,2863339.140261541
446,33,F,Andijan,38,60728.0,433.0,88.0,0,Mobile,2476461.530515384
447,19,M,Samarkand,3,145102.0,111.0,1.0,1,Mobile,723463.2048129529
448,45,M,Andijan,16,276391.0,416.0,11.0,1,Mobile,7856387.658919701
449,49,M,Namangan,30,172049.0,374.0,85.0,0,Mobile,6217565.286245325
450,44,M,,40,70583.0,58.0,4.0,1,Desktop,1806879.7336251931
451,37,F,Namangan,2,135774.0,42.0,71.0,0,Desktop,-1387828.3919203249
452,41,F,Tashkent,17,188335.0,206.0,26.0,0,Mobile,4359230.763359416
453,29,F,Samarkand,41,176374.0,267.0,50.0,1,Desktop,8220929.854230007
454,52,F,Tashkent,12,248522.0,295.0,12.0,1,Desktop,3704824.767550441
455,50,M,,35,270357.0,117.0,95.0,1,Mobile,8708115.969100608
456,50,F,Tashkent,43,200528.0,19.0,81.0,0,Desktop,8995489.389883975
457,54,M,,1,141118.0,221.0,,0,Desktop,-471727.1687434653
458,29,M,Andijan,45,115942.0,165.0,75.0,1,Mobile,5962671.886020961
459,20,M,Bukhara,15,63689.0,130.0,92.0,0,Desktop,2002991.9072723414
460,18,M,Namangan,26,214006.0,155.0,96.0,1,Desktop,5098183.241170465
461,50,M,Andijan,37,83276.0,183.0,65.0,0,Desktop,4304522.161215424
462,57,F,Bukhara,21,,89.0,47.0,1,Mobile,6405193.39956271
463,27,F,Namangan,49,151968.0,93.0,92.0,1,Mobile,7984805.2124419855
464,46,F,Andijan,31,200945.0,12.0,53.0,0,Desktop,4925661.636309195
465,30,F,Andijan,25,63050.0,460.0,71.0,1,Desktop,2038464.5059548996
466,29,M,Tashkent,23,116216.0,321.0,2.0,1,Desktop,2157883.6125853322
467,48,F,Tashkent,24,265516.0,292.0,24.0,0,Mobile,6993017.454014174
468,19,M,Namangan,38,134040.0,432.0,4.0,1,Mobile,6776682.669651262
469,52,F,Andijan,28,71644.0,229.0,19.0,0,Mobile,2410052.2093163524
470,40,M,Samarkand,21,112021.0,321.0,26.0,1,Desktop,1612086.0935668163
471,34,M,Tashkent,43,218197.0,291.0,75.0,0,Desktop,10154437.091777585
472,43,F,Namangan,18,247971.0,437.0,40.0,1,Desktop,5083766.7457877165
473,25,M,Andijan,36,92291.0,25.0,50.0,1,Desktop,5393577.746400309
474,46,M,Andijan,35,216132.0,74.0,43.0,1,Desktop,7855587.960900944
475,43,F,Samarkand,45,182610.0,455.0,75.0,1,Mobile,7859475.008775932
476,27,M,Namangan,9,217248.0,363.0,67.0,0,Desktop,2907373.2256463775
477,43,F,Andijan,38,91520.0,,12.0,0,Desktop,3561581.9276944064
478,51,F,Tashkent,30,75675.0,298.0,67.0,0,Desktop,2499500.9897117736
479,58,F,Samarkand,44,199359.0,149.0,,0,Mobile,7917819.969624448
480,24,M,Namangan,34,,147.0,54.0,0,Desktop,1656981.1871965865
481,21,M,Samarkand,32,142268.0,7.0,66.0,0,Mobile,4586880.697490436
482,28,M,Tashkent,3,84998.0,28.0,49.0,0,Mobile,140645.3242631222
483,46,F,Namangan,3,283663.0,295.0,16.0,1,Mobile,407601.6375691787
484,53,M,Samarkand,28,234384.0,473.0,2.0,1,Mobile,7087481.130345295
485,42,F,Bukhara,44,193184.0,413.0,60.0,1,Mobile,7783123.583158166
486,38,F,Tashkent,15,155410.0,208.0,54.0,1,Desktop,1276155.399476005
487,53,M,Tashkent,41,125225.0,127.0,30.0,0,Desktop,5907261.170726441
488,27,F,Tashkent,23,94814.0,339.0,84.0,0,Mobile,2967972.1780872843
489,54,M,Bukhara,40,135091.0,115.0,38.0,0,Mobile,4153535.519319648
490,26,M,Bukhara,11,100719.0,438.0,28.0,1,Mobile,-502646.0464324625
491,41,M,Andijan,48,,143.0,25.0,0,Desktop,7697333.954603432
492,52,M,Samarkand,32,83919.0,429.0,96.0,1,Desktop,27716090.05526802
493,52,M,Andijan,36,123155.0,317.0,10.0,0,Mobile,5746429.574765506
494,53,F,Samarkand,33,121569.0,234.0,60.0,0,Desktop,3976032.43218748
495,35,F,Bukhara,24,91328.0,6.0,42.0,0,Desktop,1425510.9512719684
496,56,F,Bukhara,39,251554.0,463.0,40.0,0,Mobile,10190692.229083061
497,49,M,Andijan,34,74618.0,44.0,97.0,1,Mobile,2444995.8847504193
498,41,M,,28,84675.0,442.0,77.0,1,Desktop,1210892.692547002
499,40,M,Andijan,37,282866.0,238.0,42.0,0,Desktop,9209979.115081288
500,49,F,Samarkand,7,,439.0,47.0,1,Desktop,-646264.5021152934
501,54,M,Andijan,4,54173.0,431.0,37.0,0,Mobile,2912043.5349079366
502,29,F,Tashkent,37,159369.0,154.0,80.0,0,Mobile,6833634.440273613
503,30,F,Samarkand,1,76400.0,180.0,22.0,0,Mobile,-427316.05853536236
504,40,M,Samarkand,1,231517.0,214.0,57.0,0,Desktop,1446783.8228289317
505,42,M,Namangan,47,120305.0,87.0,84.0,1,Desktop,5129778.712338535
506,52,F,Bukhara,20,218636.0,255.0,27.0,0,Mobile,5575400.396973729
507,58,M,,19,226886.0,72.0,41.0,0,Desktop,4427140.457069455
508,47,F,Bukhara,29,260819.0,418.0,80.0,1,Mobile,7113899.750202702
509,34,M,Andijan,10,138791.0,178.0,34.0,0,Desktop,2156730.34582897
510,37,M,Tashkent,18,209034.0,211.0,32.0,1,Mobile,4005631.572723685
511,42,F,Namangan,28,265964.0,292.0,90.0,0,Desktop,7991259.772179326
512,39,M,Bukhara,35,266914.0,233.0,89.0,0,Desktop,9673997.02318411
513,30,F,Samarkand,43,120533.0,464.0,66.0,0,Mobile,5619933.772870928
514,36,M,Bukhara,47,237256.0,238.0,,0,Mobile,12070585.888086746
515,53,F,Samarkand,31,263984.0,222.0,40.0,0,Mobile,10878310.848817667
516,29,F,Bukhara,27,287488.0,118.0,73.0,0,Mobile,9069967.900549557
517,58,M,Samarkand,11,153591.0,312.0,76.0,1,Mobile,2065146.1602830454
518,36,F,Andijan,49,191650.0,263.0,90.0,0,Desktop,9211743.085100427
519,29,M,Samarkand,49,181060.0,206.0,,1,Mobile,8774205.081998007
520,26,M,Samarkand,38,199696.0,94.0,10.0,1,Mobile,6379318.70538955
521,24,M,Tashkent,5,297236.0,372.0,96.0,0,Mobile,2336723.542553216
522,45,F,Samarkand,8,89194.0,221.0,98.0,1,Mobile,-190870.6916583425
523,31,F,Tashkent,34,159903.0,365.0,48.0,0,Mobile,5246747.687950737
524,48,M,Namangan,48,181461.0,,20.0,1,Desktop,9517976.702902
525,36,M,Tashkent,12,149303.0,379.0,39.0,0,Mobile,1743810.696203474
526,33,F,Andijan,38,292188.0,230.0,60.0,1,Mobile,10725856.009470748
527,22,M,Tashkent,1,163903.0,308.0,66.0,1,Mobile,-879577.6861056432
528,52,M,Namangan,31,117391.0,118.0,65.0,0,Desktop,4903447.7323048115
529,29,F,Andijan,4,287501.0,267.0,51.0,1,Desktop,450282.134547121
530,42,M,Bukhara,49,194866.0,432.0,36.0,0,Mobile,9178558.17305205
531,38,F,Bukhara,45,108002.0,272.0,24.0,0,Mobile,3204360.5801661387
532,53,M,Tashkent,5,85531.0,63.0,27.0,0,Desktop,439293.95219209976
533,40,F,Tashkent,30,233887.0,297.0,2.0,0,Desktop,6831815.113638441
534,33,M,Namangan,24,54986.0,349.0,31.0,0,Desktop,1676021.9169684132
535,56,M,Namangan,3,82298.0,412.0,,1,Mobile,-721737.6769575735
536,59,F,Samarkand,11,51481.0,402.0,,1,Mobile,1501471.7935351357
537,56,M,Namangan,45,106408.0,493.0,66.0,1,Desktop,3195649.447153884
538,31,F,Samarkand,4,250339.0,10.0,29.0,0,Mobile,914178.5000175942
539,48,M,Andijan,26,171950.0,,15.0,1,Desktop,4634688.283139584
540,22,F,Tashkent,27,197907.0,433.0,12.0,1,Desktop,5617763.006706085
541,52,F,Andijan,46,175355.0,70.0,28.0,1,Desktop,8259084.871160268
542,40,F,Namangan,43,77798.0,363.0,84.0,1,Mobile,43154856.84260867
543,46,F,Andijan,27,141649.0,57.0,24.0,1,Desktop,5177721.70497305
544,28,M,Andijan,42,114887.0,289.0,21.0,0,Desktop,4814146.0716870595
545,35,M,Andijan,6,69477.0,250.0,10.0,0,Mobile,-425980.6351396135
546,29,F,Namangan,15,198338.0,275.0,78.0,1,Desktop,3673287.2822927563
547,26,F,Andijan,30,267400.0,49.0,18.0,0,Mobile,7766260.615255808
548,27,F,Samarkand,42,267060.0,357.0,88.0,0,Desktop,12659639.711622179
549,34,M,Namangan,37,177815.0,215.0,,1,Mobile,6084688.385627874
550,55,M,Andijan,37,224598.0,393.0,34.0,1,Desktop,7648615.111367219
551,24,M,Namangan,42,299037.0,415.0,58.0,0,Desktop,12910847.750952676
552,30,M,Bukhara,37,295687.0,51.0,76.0,1,Desktop,9225501.208763007
553,57,F,Samarkand,35,287942.0,270.0,22.0,0,Desktop,9745541.286241716
554,59,F,Andijan,23,177426.0,,70.0,0,Desktop,3992957.4233916514
555,26,F,,6,192961.0,83.0,36.0,1,Mobile,1419738.3207726823
556,44,M,Bukhara,4,74335.0,386.0,45.0,0,Mobile,-505932.09627019905
557,19,M,Namangan,18,192326.0,292.0,36.0,0,Desktop,2728367.5277320486
558,22,M,Bukhara,9,136610.0,125.0,22.0,0,Desktop,2448903.6906963997
559,46,F,Samarkand,49,61442.0,295.0,78.0,1,Desktop,3144696.545414348
560,54,F,Samarkand,29,96289.0,71.0,80.0,1,Mobile,3692518.1839029607
561,55,M,,13,103747.0,295.0,61.0,1,Mobile,954423.5986165372
562,36,F,Samarkand,47,87327.0,235.0,56.0,1,Desktop,4167418.037579125
563,25,M,Bukhara,17,197271.0,55.0,89.0,0,Mobile,3595641.4270292134
564,18,M,Samarkand,45,122827.0,406.0,96.0,1,Desktop,7477769.907623263
565,39,F,Namangan,32,156464.0,359.0,33.0,1,Desktop,4968729.819828519
566,34,M,Tashkent,48,181184.0,394.0,45.0,1,Desktop,8727563.10627962
567,24,F,Bukhara,22,137051.0,109.0,36.0,1,Mobile,4167775.027736738
568,42,M,Tashkent,4,200653.0,191.0,20.0,0,Desktop,518300.56151491264
569,21,F,Bukhara,5,295300.0,391.0,18.0,0,Desktop,1956629.1916727535
570,53,F,Namangan,37,109722.0,92.0,38.0,0,Desktop,5116673.206419032
571,23,F,Tashkent,41,,349.0,67.0,1,Mobile,5422134.12830106
572,48,M,Andijan,49,278634.0,55.0,23.0,1,Mobile,14021028.446483657
573,36,M,Bukhara,13,197595.0,59.0,96.0,0,Mobile,4343785.710145013
574,56,F,Andijan,34,116960.0,137.0,16.0,1,Desktop,4966458.0488381535
575,44,F,Tashkent,45,298709.0,38.0,59.0,1,Mobile,13745838.069684811
576,27,M,Andijan,22,69552.0,27.0,69.0,0,Desktop,1319322.6881673667
577,43,M,Andijan,23,191880.0,48.0,68.0,0,Mobile,3832921.718725162
578,36,M,Tashkent,3,285419.0,419.0,21.0,1,Desktop,77571.07676419278
579,56,F,Namangan,42,253597.0,124.0,78.0,1,Mobile,12222697.959965678
580,20,M,Andijan,34,204692.0,12.0,95.0,1,Desktop,8280999.0453699995
581,30,M,Andijan,32,285637.0,479.0,78.0,0,Mobile,8722769.522459423
582,45,F,Namangan,45,50887.0,35.0,70.0,0,Mobile,2645101.998078139
583,37,M,Andijan,49,81802.0,100.0,12.0,0,Mobile,4169624.498506311
584,45,M,Andijan,21,135024.0,281.0,16.0,0,Desktop,4160419.4613240734
585,25,M,Andijan,46,276621.0,85.0,81.0,1,Mobile,13149867.19830135
586,58,F,Samarkand,44,295809.0,3.0,87.0,0,Mobile,12994277.239269651
587,56,F,Namangan,21,168639.0,222.0,14.0,0,Mobile,3110733.3977043196
588,18,F,Andijan,44,168248.0,337.0,61.0,1,Mobile,7912279.845125827
589,20,F,Namangan,11,131938.0,447.0,71.0,1,Desktop,1326635.4290373796
590,30,F,Bukhara,39,267813.0,,46.0,1,Mobile,10747891.945129842
591,45,F,Bukhara,4,172746.0,382.0,32.0,0,Desktop,806012.920541686
592,42,F,Andijan,1,76049.0,343.0,15.0,1,Desktop,-124942.87987014692
593,50,M,Namangan,28,127789.0,382.0,44.0,1,Desktop,2796351.226368181
594,55,M,Namangan,24,134526.0,375.0,17.0,0,Desktop,3930319.252747301
595,23,F,Namangan,35,188918.0,470.0,41.0,0,Mobile,6889700.3413790325
596,49,M,Samarkand,13,271635.0,277.0,54.0,1,Desktop,5457175.855466427
597,38,M,Bukhara,47,285808.0,129.0,44.0,0,Desktop,12465131.161622392
598,33,F,Namangan,34,96220.0,30.0,98.0,1,Desktop,3911778.192232991
599,38,M,Namangan,11,96163.0,374.0,5.0,1,Desktop,1162146.5319733592
600,28,M,Samarkand,36,184837.0,10.0,27.0,0,Mobile,8758890.398326557
601,54,M,Samarkand,17,167126.0,475.0,87.0,1,Mobile,3627613.9170614667
602,53,M,Namangan,35,131486.0,301.0,78.0,0,Desktop,5077198.581635084
603,52,M,Tashkent,18,226342.0,95.0,79.0,0,Desktop,4041553.5650261804
604,36,F,Namangan,40,125277.0,189.0,43.0,0,Desktop,4402458.9453343805
605,37,F,Namangan,22,269350.0,452.0,97.0,1,Mobile,6463092.79264093
606,35,F,Samarkand,24,271311.0,191.0,31.0,0,Mobile,5224661.390863238
607,58,M,Samarkand,19,154245.0,485.0,99.0,0,Mobile,1836870.911415029
608,31,F,Namangan,37,,265.0,17.0,1,Mobile,7521222.436829495
609,32,M,,39,284231.0,423.0,92.0,1,Mobile,9534384.860955935
610,48,M,Namangan,21,72931.0,127.0,,1,Desktop,1275477.4417091627
611,18,M,Samarkand,8,139116.0,237.0,54.0,1,Mobile,182301.5087410414
612,20,M,Namangan,28,,407.0,62.0,0,Mobile,2758753.3076103367
613,33,F,Namangan,5,261774.0,354.0,87.0,0,Desktop,1670415.3023393461
614,40,F,Andijan,17,101913.0,427.0,32.0,0,Mobile,2930576.2909641727
615,28,M,Tashkent,37,144776.0,111.0,40.0,1,Mobile,6629845.589732721
616,29,F,Bukhara,36,75991.0,315.0,13.0,1,Mobile,1974222.7808411778
617,27,M,,19,235917.0,445.0,84.0,0,Desktop,4238961.063373236
618,49,F,Andijan,27,154092.0,342.0,35.0,1,Mobile,8384034.122211956
619,33,F,Bukhara,34,279577.0,144.0,5.0,1,Desktop,9327603.314064639
620,25,M,Namangan,11,236384.0,64.0,73.0,0,Desktop,1750013.2040040952
621,55,F,Andijan,45,191633.0,246.0,29.0,0,Mobile,8030684.237258561
622,29,M,Namangan,47,197973.0,222.0,70.0,1,Mobile,9171591.08369067
623,41,F,Samarkand,12,287113.0,478.0,25.0,1,Mobile,3291618.6372115407
624,45,M,Andijan,21,145556.0,489.0,95.0,1,Mobile,3066805.8768051304
625,25,M,Samarkand,11,112875.0,312.0,22.0,0,Desktop,1376198.446273436
626,45,F,Andijan,39,206989.0,438.0,66.0,0,Mobile,8263163.137706836
627,53,F,,28,,105.0,45.0,0,Desktop,2236373.502728806
628,43,M,Samarkand,5,183060.0,180.0,69.0,0,Desktop,1374631.021156131
629,25,F,Bukhara,17,294817.0,183.0,91.0,0,Desktop,5224435.949880684
630,45,F,Tashkent,20,160041.0,225.0,89.0,1,Desktop,3809901.6705499263
631,45,M,,41,178467.0,264.0,72.0,1,Desktop,5734692.946274843
632,54,M,Andijan,46,195328.0,277.0,1.0,1,Mobile,9280432.243691478
633,58,F,Namangan,12,168490.0,396.0,84.0,0,Desktop,234283.68409798364
634,53,M,Samarkand,6,268800.0,88.0,44.0,0,Desktop,1481229.1055234196
635,44,M,Namangan,17,176155.0,175.0,87.0,0,Mobile,3740071.2927530757
636,34,M,Samarkand,19,78230.0,17.0,96.0,1,Mobile,2540649.151602365
637,26,F,Namangan,26,286538.0,370.0,75.0,0,Desktop,7969448.064097005
638,50,F,Tashkent,48,109778.0,459.0,39.0,0,Desktop,6174234.735292989
639,37,M,Tashkent,44,95833.0,423.0,54.0,1,Mobile,4129147.0379175404
640,30,F,Tashkent,44,72625.0,400.0,88.0,0,Desktop,2886332.2300750376
641,45,M,Tashkent,32,82088.0,398.0,75.0,1,Mobile,5518574.162523726
642,46,F,Tashkent,6,260722.0,105.0,29.0,0,Mobile,2443992.3118652105
643,30,M,Tashkent,36,222239.0,270.0,54.0,0,Desktop,6962620.148534607
644,52,M,Samarkand,38,153937.0,462.0,90.0,1,Mobile,4345942.07846701
645,23,F,Andijan,11,252363.0,318.0,16.0,1,Desktop,2469923.5509364246
646,35,M,Namangan,33,246375.0,166.0,99.0,1,Desktop,9405243.506308665
647,22,F,Tashkent,24,126361.0,12.0,20.0,1,Desktop,3087403.1540287677
648,42,F,Samarkand,23,138229.0,336.0,46.0,1,Mobile,1123247.1776387147
649,19,M,Samarkand,15,185189.0,31.0,67.0,1,Desktop,2616041.576810092
650,27,M,Samarkand,27,140265.0,392.0,65.0,0,Mobile,3980753.4497514484
651,47,F,Andijan,11,147718.0,39.0,58.0,0,Desktop,-771269.3794654803
652,22,M,Namangan,17,110710.0,147.0,53.0,1,Desktop,1979736.1520501901
653,50,M,Andijan,14,,217.0,1.0,0,Mobile,2952103.992408676
654,18,M,Bukhara,27,144876.0,218.0,,1,Desktop,2185105.5892116847
655,35,M,Samarkand,18,,,66.0,0,Desktop,6304775.580165401
656,49,M,,28,80949.0,81.0,29.0,1,Mobile,1249469.799215072
657,28,F,Tashkent,47,203619.0,332.0,84.0,0,Mobile,9068808.26454372
658,38,F,Tashkent,47,262954.0,207.0,70.0,0,Mobile,11781755.113933321
659,43,M,Andijan,4,118136.0,200.0,8.0,0,Desktop,574782.7509243026
660,42,M,Namangan,7,161541.0,446.0,29.0,0,Mobile,3120097.6070558736
661,39,M,Bukhara,45,297955.0,331.0,51.0,0,Mobile,12377288.129764069
662,44,F,Namangan,35,245691.0,427.0,33.0,1,Desktop,8505881.485551406
663,30,M,Andijan,48,,37.0,3.0,1,Mobile,5507777.879026398
664,50,F,Tashkent,9,275875.0,210.0,60.0,1,Desktop,1719083.2528404945
665,51,F,Namangan,8,282930.0,443.0,35.0,0,Desktop,2162053.5954213934
666,58,F,Namangan,45,76990.0,326.0,69.0,1,Mobile,4222049.806749557
667,52,M,Tashkent,17,197265.0,248.0,91.0,0,Desktop,2721800.0132935075
668,18,F,,17,80109.0,226.0,76.0,0,Mobile,1136210.4912698206
669,38,M,Tashkent,49,180356.0,,84.0,0,Mobile,8429590.073080715
670,23,F,Namangan,33,200305.0,17.0,20.0,1,Mobile,6514758.318865662
671,45,M,Bukhara,32,294629.0,399.0,73.0,0,Mobile,9870779.714623243
672,34,F,Bukhara,8,262802.0,438.0,39.0,1,Desktop,2907976.7681068787
673,22,M,Tashkent,19,178133.0,294.0,4.0,1,Desktop,5469081.301962337
674,48,F,Namangan,38,,195.0,19.0,0,Mobile,5631139.568145788
675,22,M,Andijan,3,51306.0,186.0,91.0,0,Mobile,79526.6607945583
