client_id,full_name,age,gender,marital_status,region,education_level,employment_years,risk_score,risk_level,approve_credit,income,credit_score,loan_amount,past_due,monthly_expenses,savings_balance
506,Client_506,45,female,widowed,Andijan,bachelor,31,97.157,2,1,3686.67,657,6879.94,2,856.07,2072.79
507,Client_507,41,female,married,Bukhara,high_school,21,84.839,1,1,5492.92,682,6300.66,4,2549.13,13428.3
508,Client_508,56,female,widowed,Tashkent,bachelor,33,88.439,2,1,8896.62,675,19766.38,2,2743.15,16407.76
509,Client_509,30,male,married,Namangan,bachelor,18,28.067,0,1,7653.99,795,9847.29,3,2276.97,10250.42
510,Client_510,57,female,widowed,Bukhara,bachelor,19,177.653,3,0,6712.7,496,10785.01,5,2031.43,5254.37
511,Client_511,29,male,single,Andijan,bachelor,13,74.422,1,1,8094.68,702,16018.11,3,4585.07,15755.99
512,Client_512,44,male,divorced,Bukhara,bachelor,32,82.178,1,1,5068.18,686,11037.04,5,2027.23,8241.99
513,Client_513,55,female,single,Samarkand,bachelor,9,92.223,2,1,7085.13,668,14450.54,1,3314.34,13619.41
514,Client_514,55,male,widowed,Bukhara,bachelor,15,117.637,3,0,4320.47,616,9733.94,4,1349.62,5771.47
515,Client_515,56,female,widowed,Tashkent,master,3,92.529,2,1,7519.03,667,13756.53,2,3076.65,4755.94
516,Client_516,38,female,widowed,Namangan,bachelor,26,159.075,3,0,7389.27,533,19988.28,3,2512.65,8349.47
517,Client_517,59,male,married,Namangan,master,27,76.261,1,1,7424.96,699,8256.09,2,2438.77,8390.52
518,Client_518,52,male,divorced,Tashkent,high_school,15,68.37,1,1,8751.43,715,16219.9,1,2614.82,4527.62
519,Client_519,44,male,divorced,Samarkand,bachelor,32,117.32,3,0,8163.99,617,16589.67,3,2968.45,4238.43
520,Client_520,43,male,widowed,Tashkent,master,18,1.136,0,1,5186.63,850,4803.36,0,2406.66,6024.36
521,Client_521,52,female,widowed,Bukhara,high_school,20,91.115,2,1,8774.08,669,15183.53,2,2534.11,17155.49
522,Client_522,57,female,married,Tashkent,high_school,21,84.087,1,1,6685.82,684,11107.37,2,3919.08,11687.4
523,Client_523,32,female,single,Tashkent,bachelor,8,25.684,0,1,4044.78,800,6412.5,3,1010.57,3955.93
524,Client_524,33,male,single,Samarkand,high_school,8,0.978,0,1,6836.87,850,6500.24,1,2680.62,11660.45
525,Client_525,43,male,divorced,Bukhara,high_school,8,136.625,3,0,7970.69,579,18642.26,1,1865.23,14305.44
526,Client_526,45,male,married,Andijan,phd,26,111.822,2,1,5479.22,628,7455.21,2,1145.52,8466.16
527,Client_527,55,female,widowed,Andijan,bachelor,16,90.895,2,1,8999.29,671,14275.21,1,5121.23,13883.27
528,Client_528,61,male,divorced,Namangan,high_school,7,118.943,3,0,5615.03,613,12921.34,3,2943.14,6959.8
529,Client_529,50,female,married,Tashkent,phd,15,47.982,0,1,6278.36,756,9717.89,1,2998.94,4688.61
530,Client_530,37,male,single,Namangan,phd,17,123.797,3,0,6002.89,603,10296.47,2,3278.04,7629.48
531,Client_531,40,female,married,Samarkand,bachelor,32,28.648,0,1,4436.54,794,4392.71,3,2312.05,5282.44
532,Client_532,45,female,single,Andijan,high_school,0,57.66,1,1,5510.3,736,9388.37,3,2528.65,9279.04
533,Client_533,42,male,married,Tashkent,master,11,33.536,0,1,5932.21,785,11262.57,1,3197.09,13125.14
534,Client_534,33,male,divorced,Samarkand,bachelor,5,123.465,3,0,6804.84,604,16163.92,4,2424.7,8511.16
535,Client_535,39,female,single,Samarkand,bachelor,4,102.988,2,1,2497.79,645,4983.97,2,1051.82,4794.43
536,Client_536,56,female,divorced,Tashkent,master,15,45.087,0,1,8074.83,761,8798.14,3,4122.4,17148.2
537,Client_537,32,male,divorced,Samarkand,bachelor,17,53.569,0,1,8060.01,744,10063.79,2,1885.39,7443.44
538,Client_538,61,male,single,Tashkent,high_school,17,98.894,2,1,8772.19,654,11936.19,2,4767.32,20204.99
539,Client_539,39,female,single,Tashkent,bachelor,0,92.441,2,1,4762.52,667,7258.79,1,1251.27,3052.25
540,Client_540,32,male,widowed,Bukhara,high_school,18,105.601,2,1,6560.75,641,9485.66,3,3580.97,15112.29
541,Client_541,29,female,widowed,Namangan,master,7,93.44,2,1,8412.15,665,11814.12,3,2730.02,6959.09
542,Client_542,27,female,widowed,Samarkand,bachelor,2,128.676,3,0,8541.24,593,17461.35,3,2824.7,10030.32
543,Client_543,48,male,divorced,Samarkand,high_school,24,136.717,3,0,9218.4,578,15773.49,3,2116.35,15767.79
544,Client_544,34,male,divorced,Bukhara,bachelor,4,40.875,0,1,7154.07,770,11679.48,0,3965.93,16535.69
545,Client_545,51,male,widowed,Bukhara,high_school,18,95.327,2,1,6916.04,662,15273.7,2,1865.98,6994.9
546,Client_546,39,male,divorced,Bukhara,high_school,17,34.193,0,1,4663.08,784,7312.55,1,2107.8,9452.74
547,Client_547,36,male,divorced,Andijan,bachelor,30,58.788,1,1,8597.31,734,15395.4,3,3934.02,16514.34
548,Client_548,25,female,single,Andijan,high_school,32,72.204,1,1,6309.53,708,11705.91,2,1971.48,5170.14
549,Client_549,55,female,single,Andijan,master,17,117.22,3,0,7050.91,616,11422.22,3,4190.11,10286.77
550,Client_550,32,male,divorced,Tashkent,high_school,15,140.111,3,0,6950.76,571,9265.79,3,1568.55,10169.03
551,Client_551,45,male,widowed,Samarkand,bachelor,15,106.339,2,1,3408.02,639,4221.02,3,1510.26,3780.26
552,Client_552,41,male,married,Namangan,master,6,16.843,0,1,5782.82,818,6798.66,2,2265.81,11911.69
553,Client_553,56,female,widowed,Tashkent,bachelor,13,45.1,0,1,7680.82,760,12806.23,4,2290.37,18064.28
554,Client_554,43,male,married,Samarkand,bachelor,24,110.655,2,1,6927.12,630,15712.06,2,1838.6,13391.13
555,Client_555,36,male,widowed,Samarkand,phd,31,105.453,2,1,7692.73,640,17661.19,4,3806.62,18815.73
556,Client_556,59,female,single,Bukhara,high_school,21,127.468,3,0,8175.77,596,10547.48,3,4631.79,4913.12
557,Client_557,62,female,divorced,Bukhara,high_school,15,155.525,3,0,5765.14,541,15912.44,3,1401.04,3311.76
558,Client_558,59,male,divorced,Tashkent,bachelor,28,81.335,1,1,6227.27,689,8962.81,2,1728.64,14246.24
559,Client_559,34,male,single,Bukhara,high_school,15,8.08,0,1,6788.22,835,11233.42,2,4035.65,15583.04
560,Client_560,51,male,married,Samarkand,phd,11,7.883,0,1,8160.25,836,8636.71,1,1681.09,5828.39
561,Client_561,25,female,married,Bukhara,high_school,16,58.416,1,1,6648.85,735,7214.11,2,2681.49,8077.64
562,Client_562,55,male,married,Andijan,master,26,112.767,2,1,4328.35,626,7150.52,3,1759.24,9395.94
563,Client_563,43,male,single,Bukhara,master,24,150.576,3,0,6702.73,550,17004.74,6,2046.1,5074.51
564,Client_564,49,male,married,Samarkand,high_school,12,38.596,0,1,8099.91,774,9579.03,2,3768.17,8382.24
565,Client_565,63,female,single,Tashkent,bachelor,7,65.972,1,1,9035.53,720,10857.29,1,5222.32,16824.08
566,Client_566,31,female,widowed,Namangan,high_school,4,99.836,2,1,7420.86,652,16314.13,3,2820.56,18283.51
567,Client_567,38,male,widowed,Bukhara,bachelor,11,107.481,2,1,4771.0,637,10896.81,2,2384.39,9991.81
568,Client_568,32,male,single,Samarkand,high_school,2,58.44,1,1,6390.44,734,6611.33,4,2929.56,13130.03
569,Client_569,29,female,divorced,Namangan,master,34,122.876,3,0,7712.59,606,16499.64,2,3001.56,9141.92
570,Client_570,30,female,widowed,Namangan,phd,32,75.083,1,1,8299.32,702,11616.24,2,1825.23,15127.06
571,Client_571,64,female,married,Andijan,high_school,21,140.353,3,0,7760.61,570,14032.24,4,3854.69,5635.57
572,Client_572,37,female,single,Namangan,high_school,8,1.122,0,1,6622.59,850,8584.65,2,2286.78,16454.05
573,Client_573,58,female,married,Samarkand,master,17,116.254,3,0,8287.77,618,14346.78,4,2401.78,12109.83
574,Client_574,27,female,married,Samarkand,high_school,28,56.625,1,1,6039.15,738,9293.44,3,3498.53,10735.29
575,Client_575,33,female,divorced,Bukhara,master,26,139.349,3,0,7276.97,572,15093.38,6,3706.9,16390.25
576,Client_576,60,female,married,Bukhara,bachelor,16,93.362,2,1,8124.68,665,13423.31,3,4752.19,4078.02
577,Client_577,62,female,divorced,Bukhara,high_school,33,45.701,0,1,7864.95,760,13213.31,3,2379.04,19284.59
578,Client_578,29,male,widowed,Namangan,master,2,36.633,0,1,7898.64,779,13067.83,1,4220.38,9623.06
579,Client_579,47,male,single,Namangan,bachelor,4,51.225,0,1,7860.87,749,11342.2,4,3483.06,9269.4
580,Client_580,22,male,married,Andijan,master,13,92.29,2,1,5426.96,668,6965.8,2,3216.02,4287.99
581,Client_581,25,female,single,Bukhara,master,2,115.355,3,0,7026.34,620,13943.33,4,4064.92,15572.95
582,Client_582,49,male,married,Tashkent,high_school,22,133.995,3,0,5636.13,583,12854.8,4,3320.74,12634.4
583,Client_583,57,female,single,Andijan,high_school,29,18.097,0,1,6565.79,815,9893.53,2,3812.8,3545.38
584,Client_584,58,female,married,Tashkent,phd,22,80.804,1,1,5246.74,689,9065.79,4,1065.43,3208.12
585,Client_585,39,male,married,Namangan,master,26,72.879,1,1,7517.45,706,9818.85,2,3731.92,17565.9
586,Client_586,28,female,married,Andijan,high_school,9,33.769,0,1,4052.27,785,6370.26,3,1251.24,3021.93
587,Client_587,21,male,married,Andijan,master,24,59.566,1,1,7925.92,733,10828.21,2,3820.38,13805.81
588,Client_588,42,male,married,Samarkand,bachelor,12,91.473,2,1,7023.02,669,15123.91,2,4159.35,12215.15
589,Client_589,37,male,married,Namangan,high_school,15,52.245,0,1,9853.24,747,16360.02,2,2125.77,22065.94
590,Client_590,27,female,married,Namangan,master,33,113.815,2,1,6693.1,624,10282.91,3,2856.58,11012.21
591,Client_591,45,male,married,Andijan,high_school,21,155.432,3,0,6692.65,540,13681.31,3,3306.05,9155.7
592,Client_592,24,female,married,Namangan,master,16,22.248,0,1,8023.8,807,13768.95,2,2417.92,19648.37
593,Client_593,56,male,single,Andijan,high_school,22,109.728,2,1,6780.26,631,10754.39,3,1966.61,6492.99
594,Client_594,26,male,divorced,Samarkand,bachelor,8,99.806,2,1,7412.25,653,12994.22,0,1661.37,7600.79
595,Client_595,51,male,married,Andijan,high_school,1,94.872,2,1,8491.6,661,16194.5,3,2017.33,5685.46
596,Client_596,39,female,divorced,Namangan,bachelor,31,112.262,2,1,6598.73,626,13875.4,4,3053.23,16171.06
597,Client_597,64,female,married,Namangan,bachelor,21,36.06,0,1,8792.89,779,9936.12,3,3535.48,16818.34
598,Client_598,59,female,married,Andijan,high_school,12,69.287,1,1,4481.3,714,7370.64,1,950.16,2349.07
599,Client_599,47,male,single,Andijan,bachelor,7,99.769,2,1,9405.22,653,20666.98,2,5529.0,17951.07
600,Client_600,30,male,widowed,Andijan,bachelor,0,143.168,3,0,4317.75,565,11277.92,3,1996.61,5648.79
601,Client_601,46,female,widowed,Bukhara,high_school,16,72.241,1,1,9028.28,707,15853.87,2,3667.17,21984.76
602,Client_602,39,female,single,Namangan,master,11,195.968,3,0,4200.31,459,13601.16,3,1298.27,4430.38
603,Client_603,59,female,divorced,Namangan,high_school,3,75.494,1,1,9970.88,701,16757.62,2,4618.9,19149.79
604,Client_604,23,female,widowed,Bukhara,bachelor,12,25.591,0,1,7241.31,801,9782.62,1,2503.08,12707.55
605,Client_605,33,female,single,Andijan,bachelor,30,83.163,1,1,5582.67,686,9472.74,1,2685.25,2925.88
606,Client_606,48,female,single,Samarkand,bachelor,6,31.39,0,1,9797.68,789,10396.73,1,4634.58,22244.98
607,Client_607,40,male,widowed,Andijan,high_school,22,141.056,3,0,5366.69,569,9909.02,3,1272.43,4181.86
608,Client_608,48,female,divorced,Andijan,bachelor,23,1.153,0,1,6658.97,850,8568.95,0,3753.69,12167.12
609,Client_609,28,male,single,Bukhara,bachelor,4,36.622,0,1,10907.07,779,19418.58,0,4306.0,22371.45
610,Client_610,61,male,married,Namangan,bachelor,4,64.33,1,1,7593.31,723,13855.78,2,2712.16,13378.31
611,Client_611,59,female,divorced,Andijan,master,16,112.215,2,1,3960.98,626,7597.94,4,2306.02,2749.82
612,Client_612,21,female,divorced,Namangan,bachelor,29,120.046,3,0,6590.06,611,10895.05,4,2473.14,16148.01
613,Client_613,23,male,widowed,Tashkent,high_school,8,88.787,2,1,6457.36,674,8534.26,4,3154.35,6287.12
614,Client_614,33,female,widowed,Namangan,high_school,5,32.033,0,1,7282.78,788,9339.17,0,3365.04,12786.58
615,Client_615,48,female,married,Samarkand,high_school,24,145.051,3,0,6933.34,562,15553.66,2,1844.66,14520.87
616,Client_616,45,male,single,Samarkand,high_school,18,85.117,1,1,7818.78,681,10877.01,2,4663.56,18596.74
617,Client_617,53,male,widowed,Andijan,high_school,15,53.022,0,1,4707.92,746,6752.96,3,1814.63,8041.22
618,Client_618,58,male,widowed,Namangan,high_school,20,44.067,0,1,6178.15,764,8414.62,3,2211.24,6290.02
619,Client_619,26,female,divorced,Andijan,high_school,1,53.189,0,1,7467.77,746,13259.06,1,4240.54,16229.53
620,Client_620,64,male,widowed,Bukhara,high_school,9,149.599,3,0,5856.79,552,14979.1,4,2411.21,4840.28
621,Client_621,52,female,widowed,Samarkand,high_school,15,34.928,0,1,8643.92,782,14090.65,2,4166.63,4707.17
622,Client_622,41,male,widowed,Andijan,high_school,14,82.618,1,1,5886.79,686,8633.96,3,3170.03,13635.57
623,Client_623,36,male,widowed,Bukhara,high_school,12,134.577,3,0,7214.99,582,13318.43,3,2122.63,11910.35
624,Client_624,41,male,divorced,Andijan,bachelor,12,87.391,2,1,6842.56,678,8656.49,1,1832.35,4374.34
625,Client_625,31,female,married,Namangan,bachelor,31,173.504,3,0,5477.98,504,9527.33,4,1245.71,9090.48
626,Client_626,57,female,married,Namangan,high_school,7,59.979,1,1,7090.74,732,8458.16,3,3962.68,5601.88
627,Client_627,56,male,single,Namangan,bachelor,17,91.488,2,1,5032.1,669,6382.77,1,1409.73,2831.93
628,Client_628,55,male,widowed,Namangan,high_school,25,142.952,3,0,6334.58,566,9906.7,3,2046.71,4643.55
629,Client_629,39,male,divorced,Tashkent,high_school,9,98.947,2,1,7045.41,654,9718.83,3,2214.53,14444.61
630,Client_630,40,female,single,Bukhara,high_school,30,117.675,3,0,4858.99,616,6574.16,3,1563.79,9773.0
631,Client_631,38,male,single,Bukhara,bachelor,32,114.827,2,1,7935.25,622,15692.44,3,3707.54,13558.46
632,Client_632,61,female,married,Namangan,bachelor,28,187.332,3,0,7390.56,477,23153.15,3,4298.69,6789.39
633,Client_633,34,male,divorced,Tashkent,high_school,4,160.318,3,0,7798.0,530,20756.03,5,2587.23,15423.93
634,Client_634,35,male,divorced,Namangan,high_school,12,96.397,2,1,7003.7,659,8330.19,2,2542.76,9217.51
635,Client_635,51,male,divorced,Tashkent,master,0,104.596,2,1,5273.97,644,8742.64,0,2681.6,8024.39
636,Client_636,21,male,married,Namangan,high_school,22,41.962,0,1,6999.89,768,12715.59,2,2610.51,16066.72
637,Client_637,23,male,married,Samarkand,high_school,2,114.252,2,1,7934.65,623,10836.15,3,4526.06,11233.2
638,Client_638,36,male,married,Samarkand,master,2,109.23,2,1,5214.54,633,11423.15,3,2092.53,9139.69
639,Client_639,43,female,married,Andijan,master,6,107.27,2,1,5333.76,637,10005.54,2,1808.65,12926.39
640,Client_640,31,male,married,Namangan,bachelor,34,94.851,2,1,6630.87,662,14502.67,1,3903.12,9301.66
641,Client_641,32,female,widowed,Bukhara,bachelor,14,81.56,1,1,6443.01,688,13172.16,2,2385.93,10447.05
642,Client_642,30,male,widowed,Andijan,high_school,2,104.122,2,1,6975.75,643,13636.18,2,2040.2,11641.34
643,Client_643,52,male,divorced,Samarkand,high_school,28,60.884,1,1,6562.45,731,11155.9,1,1778.95,6440.54
644,Client_644,36,female,single,Namangan,bachelor,29,0.712,0,1,7240.0,850,7749.98,2,4330.04,14290.63
645,Client_645,28,male,divorced,Andijan,high_school,17,122.89,3,0,8832.73,606,12213.73,3,4426.92,17252.74
646,Client_646,58,female,single,Namangan,bachelor,10,67.546,1,1,7807.58,715,11587.46,4,2837.77,7238.52
647,Client_647,32,female,married,Samarkand,master,0,84.621,1,1,7084.23,683,9235.24,2,3758.5,3731.09
648,Client_648,44,male,single,Andijan,phd,28,38.458,0,1,5339.93,774,5702.58,3,2235.95,13338.53
649,Client_649,48,female,divorced,Samarkand,high_school,9,76.624,1,1,5917.02,698,8276.77,3,1934.6,9841.04
650,Client_650,28,female,divorced,Tashkent,bachelor,27,118.381,3,0,8262.6,615,18758.54,3,4109.44,7122.89
651,Client_651,48,male,single,Samarkand,bachelor,30,138.305,3,0,6297.27,575,8352.58,2,3138.3,6720.01
652,Client_652,56,female,widowed,Namangan,master,18,58.345,1,1,5548.37,735,7318.96,1,2219.72,9629.67
653,Client_653,46,male,married,Bukhara,high_school,2,134.353,3,0,10147.05,582,18606.41,3,2212.7,7866.31
654,Client_654,28,male,married,Samarkand,high_school,14,32.449,0,1,9286.69,787,13376.55,3,2143.45,5335.77
655,Client_655,48,male,divorced,Bukhara,high_school,32,60.908,1,1,6813.32,730,8273.44,2,3512.26,14287.26
656,Client_656,48,male,widowed,Tashkent,high_school,25,82.21,1,1,5376.0,688,11514.53,2,2846.01,10384.79
657,Client_657,57,female,single,Andijan,high_school,15,144.707,3,0,8085.04,562,17038.6,3,3810.61,9048.8
658,Client_658,61,male,married,Andijan,master,32,54.954,0,1,6264.9,741,9654.57,4,3355.65,3865.33
659,Client_659,56,male,widowed,Bukhara,bachelor,19,13.186,0,1,8332.8,826,7637.39,2,4064.7,12270.4
660,Client_660,47,female,married,Andijan,high_school,12,104.175,2,1,6266.42,642,10880.69,4,3501.51,6594.61
661,Client_661,37,male,widowed,Samarkand,bachelor,32,119.7,3,0,9468.09,613,21279.88,1,2463.21,12266.47
662,Client_662,29,male,widowed,Bukhara,high_school,4,89.646,2,1,6221.89,672,8472.86,2,2209.37,6520.16
663,Client_663,53,female,divorced,Namangan,master,13,65.128,1,1,10547.1,722,14803.5,1,4067.43,8970.68
664,Client_664,40,female,married,Samarkand,master,26,109.6,2,1,7292.59,632,8829.55,4,2326.81,9290.61
665,Client_665,33,female,single,Samarkand,phd,22,44.954,0,1,9076.46,761,17685.81,3,4448.8,22053.87
666,Client_666,48,female,divorced,Samarkand,master,13,0.977,0,1,6189.85,850,5825.66,2,3497.11,6390.75
667,Client_667,49,female,divorced,Namangan,high_school,3,71.14,1,1,5032.97,710,10095.89,0,1837.0,5898.31
668,Client_668,33,female,single,Tashkent,high_school,18,100.159,2,1,3540.67,651,5357.87,4,2041.61,4101.8
669,Client_669,55,female,divorced,Andijan,bachelor,3,65.955,1,1,8914.91,720,14750.81,3,3625.76,13020.91
670,Client_670,26,male,widowed,Bukhara,master,29,32.994,0,1,7102.02,786,11380.9,1,2904.77,15532.2
671,Client_671,38,female,widowed,Tashkent,high_school,18,78.478,1,1,5128.64,694,6319.67,2,2257.05,6689.0
672,Client_672,25,female,married,Bukhara,high_school,30,64.222,1,1,8977.3,724,13432.86,1,2759.02,18962.72
673,Client_673,45,female,married,Andijan,master,30,54.074,0,1,8733.99,743,11678.93,2,3086.11,6376.02
674,Client_674,22,male,single,Namangan,high_school,8,125.051,3,0,9073.58,601,11959.84,3,3822.65,20776.81
675,Client_675,30,male,married,Samarkand,bachelor,12,64.872,1,1,4990.32,721,9511.95,4,2878.38,4344.61
676,Client_676,50,female,widowed,Samarkand,bachelor,13,145.944,3,0,8869.62,559,12432.71,2,4054.1,5130.21
677,Client_677,25,female,single,Namangan,high_school,9,115.214,3,0,7576.06,621,15133.34,2,2524.7,6187.44
678,Client_678,53,female,single,Tashkent,high_school,30,34.308,0,1,9141.43,783,11504.67,1,1866.57,8058.17
679,Client_679,21,male,married,Tashkent,master,22,46.58,0,1,7814.1,758,9212.32,3,4631.15,11854.05
680,Client_680,38,male,widowed,Bukhara,bachelor,26,97.939,2,1,7259.52,656,13843.09,1,2883.44,10162.44
681,Client_681,52,female,single,Namangan,phd,5,9.302,0,1,8889.98,834,12595.0,2,5115.28,17173.2
682,Client_682,31,male,widowed,Tashkent,high_school,25,144.812,3,0,8277.85,562,14527.43,2,3474.53,4982.46
683,Client_683,41,female,widowed,Namangan,high_school,1,94.963,2,1,8622.65,662,14790.13,3,3812.81,12894.42
684,Client_684,46,male,widowed,Andijan,bachelor,12,73.254,1,1,6267.93,705,8312.76,3,3038.47,7301.78
685,Client_685,45,male,married,Samarkand,bachelor,18,211.52,3,0,6741.39,427,22054.42,4,2213.81,11874.36
686,Client_686,42,female,divorced,Samarkand,high_school,0,92.912,2,1,4399.28,666,6510.7,3,2109.87,2584.13
687,Client_687,47,female,divorced,Samarkand,master,31,136.298,3,0,6159.81,579,9938.63,2,2529.94,3510.29
688,Client_688,33,female,single,Namangan,high_school,21,134.919,3,0,8185.59,581,18515.9,3,3838.98,11087.41
689,Client_689,53,female,widowed,Namangan,high_school,28,98.079,2,1,7846.28,655,9135.38,1,4192.53,16655.14
690,Client_690,54,male,married,Bukhara,high_school,1,167.677,3,0,5530.7,516,10199.42,4,1513.71,10188.59
691,Client_691,61,male,widowed,Samarkand,high_school,10,121.542,3,0,8923.52,607,15157.7,3,3974.72,4759.91
692,Client_692,55,male,widowed,Bukhara,bachelor,16,166.598,3,0,11459.61,518,31242.68,3,2530.79,9820.25
693,Client_693,21,female,married,Samarkand,bachelor,7,80.46,1,1,5645.91,691,11949.84,2,1359.8,5383.17
694,Client_694,41,male,divorced,Bukhara,bachelor,21,81.436,1,1,6691.18,689,12495.0,0,3143.77,9007.11
695,Client_695,26,female,widowed,Bukhara,master,3,101.762,2,1,6067.61,649,10471.4,2,1385.69,10153.72
696,Client_696,48,male,widowed,Andijan,high_school,10,40.914,0,1,6857.67,770,10963.17,2,3004.64,6397.66
697,Client_697,37,female,divorced,Bukhara,high_school,7,99.386,2,1,7410.86,653,12029.2,2,2134.36,9374.95
698,Client_698,25,female,married,Namangan,high_school,8,86.169,2,1,5954.0,678,8555.41,5,1915.01,9930.6
699,Client_699,51,male,single,Bukhara,high_school,25,126.393,3,0,6584.62,598,16096.99,4,1658.37,8341.86
700,Client_700,25,female,divorced,Samarkand,bachelor,1,189.15,3,0,7130.86,473,12619.43,4,2135.46,5607.28
701,Client_701,58,female,single,Bukhara,bachelor,15,92.641,2,1,7707.4,667,11669.92,2,4073.49,11432.56
702,Client_702,23,male,single,Tashkent,master,30,98.115,2,1,9199.74,655,20000.08,2,4190.95,10561.19
703,Client_703,43,female,divorced,Samarkand,high_school,5,8.679,0,1,6978.28,834,10814.86,2,4046.73,15550.24
704,Client_704,57,female,widowed,Tashkent,high_school,20,55.928,1,1,6157.25,740,6421.45,2,1351.5,12630.05
705,Client_705,57,female,single,Samarkand,bachelor,25,104.462,2,1,8044.51,643,9602.62,4,4158.73,7083.59
706,Client_706,30,male,single,Namangan,high_school,18,79.498,1,1,7600.26,693,12478.41,2,3645.32,6120.27
707,Client_707,30,male,married,Namangan,bachelor,27,45.017,0,1,6710.76,762,9808.35,2,2042.47,8021.73
708,Client_708,39,female,widowed,Namangan,phd,7,62.034,1,1,7727.53,727,11511.32,4,3799.37,10233.94
709,Client_709,37,male,single,Tashkent,high_school,13,11.243,0,1,6425.28,830,7559.54,0,3126.66,15189.59
710,Client_710,41,female,married,Andijan,master,23,120.871,3,0,6204.42,609,15180.88,5,2380.87,6844.98
711,Client_711,34,female,widowed,Samarkand,bachelor,25,41.983,0,1,4151.02,768,5157.96,3,1973.63,9278.24
712,Client_712,29,female,divorced,Namangan,high_school,30,104.301,2,1,6508.12,642,11329.72,6,2458.98,9831.28
713,Client_713,21,female,divorced,Samarkand,bachelor,31,77.556,1,1,4356.22,697,6581.37,2,1455.93,9894.04
714,Client_714,33,female,married,Tashkent,high_school,1,110.533,2,1,6040.89,630,8418.45,4,2335.39,11501.3
715,Client_715,24,male,divorced,Andijan,high_school,24,91.972,2,1,7869.22,667,10637.81,3,4391.43,15083.55
716,Client_716,21,female,single,Tashkent,bachelor,1,76.524,1,1,4742.25,699,9760.23,2,1677.97,7291.65
717,Client_717,60,male,widowed,Samarkand,master,0,59.335,1,1,6715.23,733,12761.35,2,2427.39,14643.29
718,Client_718,52,male,single,Andijan,high_school,11,83.147,1,1,7098.21,686,9311.59,3,3147.07,7161.03
719,Client_719,54,female,single,Andijan,high_school,8,197.501,3,0,6642.11,456,20479.64,3,3329.02,15374.51
720,Client_720,48,female,divorced,Tashkent,master,27,89.353,2,1,6278.0,673,8458.87,2,3100.38,11134.35
721,Client_721,51,male,single,Namangan,master,32,19.395,0,1,7488.08,812,11245.08,2,1556.92,10314.22
722,Client_722,28,male,divorced,Samarkand,bachelor,21,89.631,2,1,7696.15,672,9282.61,2,3655.41,18966.23
723,Client_723,59,male,widowed,Bukhara,high_school,24,18.451,0,1,7002.29,815,12118.8,2,2662.42,15573.29
724,Client_724,46,female,widowed,Bukhara,master,17,91.319,2,1,6361.36,669,7496.8,2,2605.84,13002.88
725,Client_725,54,male,single,Tashkent,high_school,5,156.08,3,0,8297.1,539,17967.97,4,3523.49,8693.75
726,Client_726,23,female,married,Samarkand,bachelor,17,104.95,2,1,5033.89,641,10481.74,3,2480.14,12320.35
727,Client_727,32,female,divorced,Samarkand,high_school,15,111.024,2,1,8031.07,630,10682.22,3,4276.81,15949.5
728,Client_728,21,female,divorced,Tashkent,bachelor,14,96.483,2,1,7629.54,659,12188.9,1,3498.18,13049.83
729,Client_729,64,male,single,Samarkand,high_school,7,138.833,3,0,7298.54,573,9948.24,4,3105.99,17104.85
730,Client_730,25,female,divorced,Namangan,bachelor,12,86.426,2,1,6985.16,679,12979.45,2,2441.37,5758.31
731,Client_731,50,female,divorced,Tashkent,high_school,6,100.822,2,1,4165.05,650,6278.96,2,1062.72,3240.54
732,Client_732,50,female,married,Namangan,high_school,16,27.68,0,1,9081.03,796,13344.12,1,5298.15,14778.71
733,Client_733,37,female,married,Samarkand,bachelor,31,140.064,3,0,8258.01,571,20961.01,3,3177.16,5065.69
734,Client_734,43,female,single,Tashkent,master,21,75.066,1,1,5557.91,702,7752.89,2,2370.37,10159.72
735,Client_735,35,male,married,Samarkand,phd,12,66.882,1,1,8138.21,717,8926.82,3,4072.6,7987.51
736,Client_736,57,female,single,Tashkent,high_school,22,50.662,0,1,7283.26,750,12208.13,2,1655.95,5375.43
737,Client_737,41,female,widowed,Samarkand,bachelor,28,102.311,2,1,6125.5,647,12682.31,2,3320.05,8079.48
738,Client_738,34,male,single,Namangan,bachelor,21,76.262,1,1,8787.69,700,18437.45,1,4559.14,12583.09
739,Client_739,22,female,widowed,Namangan,high_school,0,69.75,1,1,6353.74,712,7751.21,3,3238.96,5343.3
740,Client_740,31,male,single,Samarkand,high_school,28,159.576,3,0,9034.19,532,17742.29,4,1886.28,5267.57
741,Client_741,59,female,divorced,Tashkent,bachelor,4,99.907,2,1,7801.42,651,16587.35,4,3203.32,10361.15
742,Client_742,58,male,married,Bukhara,master,34,87.209,2,1,8434.84,677,16882.55,2,1870.07,17030.38
743,Client_743,54,male,widowed,Namangan,bachelor,9,81.566,1,1,7868.63,688,13944.91,3,3307.57,17691.82
744,Client_744,58,female,single,Namangan,bachelor,18,82.509,1,1,7799.1,687,10815.49,2,3801.12,5421.13
745,Client_745,54,female,married,Bukhara,bachelor,6,66.565,1,1,7322.85,719,9803.06,1,1821.49,11345.66
746,Client_746,38,female,single,Samarkand,high_school,34,0.756,0,1,5909.77,850,5861.12,1,2824.59,6068.19
747,Client_747,50,male,married,Tashkent,master,12,112.246,2,1,7093.79,626,16323.01,4,2694.31,8862.04
