client_id,full_name,age,gender,marital_status,region,education_level,employment_years
546,Client_546,39,male,divorced,Bukhara,high_school,17
547,Client_547,36,male,divorced,Andijan,bachelor,30
548,Client_548,25,female,single,Andijan,high_school,32
549,Client_549,55,female,single,Andijan,master,17
550,Client_550,32,male,divorced,Tashkent,high_school,15
551,Client_551,45,male,widowed,Samarkand,bachelor,15
552,Client_552,41,male,married,Namangan,master,6
553,Client_553,56,female,widowed,Tashkent,bachelor,13
554,Client_554,43,male,married,Samarkand,bachelor,24
555,Client_555,36,male,widowed,Samarkand,phd,31
556,Client_556,59,female,single,Bukhara,high_school,21
557,Client_557,62,female,divorced,Bukhara,high_school,15
558,Client_558,59,male,divorced,Tashkent,bachelor,28
559,Client_559,34,male,single,Bukhara,high_school,15
560,Client_560,51,male,married,Samarkand,phd,11
561,Client_561,25,female,married,Bukhara,high_school,16
562,Client_562,55,male,married,Andijan,master,26
563,Client_563,43,male,single,Bukhara,master,24
564,Client_564,49,male,married,Samarkand,high_school,12
565,Client_565,63,female,single,Tashkent,bachelor,7
566,Client_566,31,female,widowed,Namangan,high_school,4
567,Client_567,38,male,widowed,Bukhara,bachelor,11
568,Client_568,32,male,single,Samarkand,high_school,2
569,Client_569,29,female,divorced,Namangan,master,34
570,Client_570,30,female,widowed,Namangan,phd,32
571,Client_571,64,female,married,Andijan,high_school,21
572,Client_572,37,female,single,Namangan,high_school,8
573,Client_573,58,female,married,Samarkand,master,17
574,Client_574,27,female,married,Samarkand,high_school,28
575,Client_575,33,female,divorced,Bukhara,master,26
576,Client_576,60,female,married,Bukhara,bachelor,16
577,Client_577,62,female,divorced,Bukhara,high_school,33
578,Client_578,29,male,widowed,Namangan,master,2
579,Client_579,47,male,single,Namangan,bachelor,4
580,Client_580,22,male,married,Andijan,master,13
581,Client_581,25,female,single,Bukhara,master,2
582,Client_582,49,male,married,Tashkent,high_school,22
583,Client_583,57,female,single,Andijan,high_school,29
584,Client_584,58,female,married,Tashkent,phd,22
585,Client_585,39,male,married,Namangan,master,26
586,Client_586,28,female,married,Andijan,high_school,9
587,Client_587,21,male,married,Andijan,master,24
588,Client_588,42,male,married,Samarkand,bachelor,12
589,Client_589,37,male,married,Namangan,high_school,15
590,Client_590,27,female,married,Namangan,master,33
591,Client_591,45,male,married,Andijan,high_school,21
592,Client_592,24,female,married,Namangan,master,16
593,Client_593,56,male,single,Andijan,high_school,22
594,Client_594,26,male,divorced,Samarkand,bachelor,8
595,Client_595,51,male,married,Andijan,high_school,1
596,Client_596,39,female,divorced,Namangan,bachelor,31
597,Client_597,64,female,married,Namangan,bachelor,21
598,Client_598,59,female,married,Andijan,high_school,12
599,Client_599,47,male,single,Andijan,bachelor,7
600,Client_600,30,male,widowed,Andijan,bachelor,0
601,Client_601,46,female,widowed,Bukhara,high_school,16
602,Client_602,39,female,single,Namangan,master,11
603,Client_603,59,female,divorced,Namangan,high_school,3
604,Client_604,23,female,widowed,Bukhara,bachelor,12
605,Client_605,33,female,single,Andijan,bachelor,30
606,Client_606,48,female,single,Samarkand,bachelor,6
607,Client_607,40,male,widowed,Andijan,high_school,22
608,Client_608,48,female,divorced,Andijan,bachelor,23
609,Client_609,28,male,single,Bukhara,bachelor,4
610,Client_610,61,male,married,Namangan,bachelor,4
611,Client_611,59,female,divorced,Andijan,master,16
612,Client_612,21,female,divorced,Namangan,bachelor,29
613,Client_613,23,male,widowed,Tashkent,high_school,8
614,Client_614,33,female,widowed,Namangan,high_school,5
615,Client_615,48,female,married,Samarkand,high_school,24
616,Client_616,45,male,single,Samarkand,high_school,18
617,Client_617,53,male,widowed,Andijan,high_school,15
618,Client_618,58,male,widowed,Namangan,high_school,20
619,Client_619,26,female,divorced,Andijan,high_school,1
620,Client_620,64,male,widowed,Bukhara,high_school,9
621,Client_621,52,female,widowed,Samarkand,high_school,15
622,Client_622,41,male,widowed,Andijan,high_school,14
623,Client_623,36,male,widowed,Bukhara,high_school,12
624,Client_624,41,male,divorced,Andijan,bachelor,12
625,Client_625,31,female,married,Namangan,bachelor,31
626,Client_626,57,female,married,Namangan,high_school,7
627,Client_627,56,male,single,Namangan,bachelor,17
628,Client_628,55,male,widowed,Namangan,high_school,25
629,Client_629,39,male,divorced,Tashkent,high_school,9
630,Client_630,40,female,single,Bukhara,high_school,30
631,Client_631,38,male,single,Bukhara,bachelor,32
632,Client_632,61,female,married,Namangan,bachelor,28
633,Client_633,34,male,divorced,Tashkent,high_school,4
634,Client_634,35,male,divorced,Namangan,high_school,12
635,Client_635,51,male,divorced,Tashkent,master,0
636,Client_636,21,male,married,Namangan,high_school,22
637,Client_637,23,male,married,Samarkand,high_school,2
638,Client_638,36,male,married,Samarkand,master,2
639,Client_639,43,female,married,Andijan,master,6
640,Client_640,31,male,married,Namangan,bachelor,34
641,Client_641,32,female,widowed,Bukhara,bachelor,14
642,Client_642,30,male,widowed,Andijan,high_school,2
643,Client_643,52,male,divorced,Samarkand,high_school,28
644,Client_644,36,female,single,Namangan,bachelor,29
645,Client_645,28,male,divorced,Andijan,high_school,17
646,Client_646,58,female,single,Namangan,bachelor,10
647,Client_647,32,female,married,Samarkand,master,0
648,Client_648,44,male,single,Andijan,phd,28
649,Client_649,48,female,divorced,Samarkand,high_school,9
650,Client_650,28,female,divorced,Tashkent,bachelor,27
651,Client_651,48,male,single,Samarkand,bachelor,30
652,Client_652,56,female,widowed,Namangan,master,18
653,Client_653,46,male,married,Bukhara,high_school,2
654,Client_654,28,male,married,Samarkand,high_school,14
655,Client_655,48,male,divorced,Bukhara,high_school,32
656,Client_656,48,male,widowed,Tashkent,high_school,25
657,Client_657,57,female,single,Andijan,high_school,15
658,Client_658,61,male,married,Andijan,master,32
659,Client_659,56,male,widowed,Bukhara,bachelor,19
660,Client_660,47,female,married,Andijan,high_school,12
661,Client_661,37,male,widowed,Samarkand,bachelor,32
662,Client_662,29,male,widowed,Bukhara,high_school,4
663,Client_663,53,female,divorced,Namangan,master,13
664,Client_664,40,female,married,Samarkand,master,26
665,Client_665,33,female,single,Samarkand,phd,22
666,Client_666,48,female,divorced,Samarkand,master,13
667,Client_667,49,female,divorced,Namangan,high_school,3
668,Client_668,33,female,single,Tashkent,high_school,18
669,Client_669,55,female,divorced,Andijan,bachelor,3
670,Client_670,26,male,widowed,Bukhara,master,29
671,Client_671,38,female,widowed,Tashkent,high_school,18
672,Client_672,25,female,married,Bukhara,high_school,30
673,Client_673,45,female,married,Andijan,master,30
674,Client_674,22,male,single,Namangan,high_school,8
675,Client_675,30,male,married,Samarkand,bachelor,12
676,Client_676,50,female,widowed,Samarkand,bachelor,13
677,Client_677,25,female,single,Namangan,high_school,9
678,Client_678,53,female,single,Tashkent,high_school,30
679,Client_679,21,male,married,Tashkent,master,22
680,Client_680,38,male,widowed,Bukhara,bachelor,26
681,Client_681,52,female,single,Namangan,phd,5
682,Client_682,31,male,widowed,Tashkent,high_school,25
683,Client_683,41,female,widowed,Namangan,high_school,1
684,Client_684,46,male,widowed,Andijan,bachelor,12
685,Client_685,45,male,married,Samarkand,bachelor,18
686,Client_686,42,female,divorced,Samarkand,high_school,0
687,Client_687,47,female,divorced,Samarkand,master,31
688,Client_688,33,female,single,Namangan,high_school,21
689,Client_689,53,female,widowed,Namangan,high_school,28
690,Client_690,54,male,married,Bukhara,high_school,1
691,Client_691,61,male,widowed,Samarkand,high_school,10
692,Client_692,55,male,widowed,Bukhara,bachelor,16
693,Client_693,21,female,married,Samarkand,bachelor,7
694,Client_694,41,male,divorced,Bukhara,bachelor,21
695,Client_695,26,female,widowed,Bukhara,master,3
696,Client_696,48,male,widowed,Andijan,high_school,10
697,Client_697,37,female,divorced,Bukhara,high_school,7
698,Client_698,25,female,married,Namangan,high_school,8
699,Client_699,51,male,single,Bukhara,high_school,25
700,Client_700,25,female,divorced,Samarkand,bachelor,1
701,Client_701,58,female,single,Bukhara,bachelor,15
702,Client_702,23,male,single,Tashkent,master,30
703,Client_703,43,female,divorced,Samarkand,high_school,5
704,Client_704,57,female,widowed,Tashkent,high_school,20
705,Client_705,57,female,single,Samarkand,bachelor,25
706,Client_706,30,male,single,Namangan,high_school,18
707,Client_707,30,male,married,Namangan,bachelor,27
708,Client_708,39,female,widowed,Namangan,phd,7
709,Client_709,37,male,single,Tashkent,high_school,13
710,Client_710,41,female,married,Andijan,master,23
711,Client_711,34,female,widowed,Samarkand,bachelor,25
712,Client_712,29,female,divorced,Namangan,high_school,30
713,Client_713,21,female,divorced,Samarkand,bachelor,31
714,Client_714,33,female,married,Tashkent,high_school,1
715,Client_715,24,male,divorced,Andijan,high_school,24
716,Client_716,21,female,single,Tashkent,bachelor,1
717,Client_717,60,male,widowed,Samarkand,master,0
718,Client_718,52,male,single,Andijan,high_school,11
719,Client_719,54,female,single,Andijan,high_school,8
720,Client_720,48,female,divorced,Tashkent,master,27
721,Client_721,51,male,single,Namangan,master,32
722,Client_722,28,male,divorced,Samarkand,bachelor,21
723,Client_723,59,male,widowed,Bukhara,high_school,24
724,Client_724,46,female,widowed,Bukhara,master,17
725,Client_725,54,male,single,Tashkent,high_school,5
726,Client_726,23,female,married,Samarkand,bachelor,17
727,Client_727,32,female,divorced,Samarkand,high_school,15
728,Client_728,21,female,divorced,Tashkent,bachelor,14
729,Client_729,64,male,single,Samarkand,high_school,7
730,Client_730,25,female,divorced,Namangan,bachelor,12
731,Client_731,50,female,divorced,Tashkent,high_school,6
732,Client_732,50,female,married,Namangan,high_school,16
733,Client_733,37,female,married,Samarkand,bachelor,31
734,Client_734,43,female,single,Tashkent,master,21
735,Client_735,35,male,married,Samarkand,phd,12
736,Client_736,57,female,single,Tashkent,high_school,22
737,Client_737,41,female,widowed,Samarkand,bachelor,28
738,Client_738,34,male,single,Namangan,bachelor,21
739,Client_739,22,female,widowed,Namangan,high_school,0
740,Client_740,31,male,single,Samarkand,high_school,28
741,Client_741,59,female,divorced,Tashkent,bachelor,4
742,Client_742,58,male,married,Bukhara,master,34
743,Client_743,54,male,widowed,Namangan,bachelor,9
744,Client_744,58,female,single,Namangan,bachelor,18
745,Client_745,54,female,married,Bukhara,bachelor,6
746,Client_746,38,female,single,Samarkand,high_school,34
747,Client_747,50,male,married,Tashkent,master,12
748,Client_748,35,male,married,Samarkand,bachelor,9
749,Client_749,47,male,single,Andijan,high_school,1
750,Client_750,54,female,widowed,Namangan,master,5
751,Client_751,58,male,widowed,Andijan,high_school,7
752,Client_752,53,male,divorced,Namangan,phd,24
753,Client_753,44,female,married,Namangan,high_school,6
754,Client_754,35,male,divorced,Andijan,high_school,22
755,Client_755,50,male,divorced,Andijan,high_school,18
756,Client_756,62,female,single,Samarkand,bachelor,21
757,Client_757,37,male,single,Andijan,high_school,12
758,Client_758,25,female,single,Samarkand,bachelor,20
759,Client_759,49,female,married,Samarkand,bachelor,0
760,Client_760,24,female,single,Samarkand,bachelor,18
761,Client_761,30,female,single,Namangan,high_school,32
762,Client_762,37,female,married,Namangan,bachelor,3
763,Client_763,30,male,married,Andijan,high_school,2
764,Client_764,37,male,widowed,Namangan,bachelor,26
765,Client_765,40,female,single,Andijan,high_school,34
766,Client_766,44,female,single,Namangan,master,27
767,Client_767,25,male,single,Tashkent,bachelor,5
768,Client_768,54,female,widowed,Tashkent,bachelor,5
769,Client_769,26,female,single,Andijan,bachelor,22
770,Client_770,22,female,widowed,Namangan,high_school,32
771,Client_771,33,male,divorced,Namangan,high_school,15
772,Client_772,63,male,widowed,Samarkand,master,23
773,Client_773,63,female,divorced,Bukhara,master,4
774,Client_774,31,female,single,Andijan,high_school,12
775,Client_775,43,male,divorced,Bukhara,bachelor,11
776,Client_776,36,male,widowed,Bukhara,bachelor,4
777,Client_777,51,female,married,Andijan,bachelor,30
778,Client_778,31,female,divorced,Namangan,high_school,27
779,Client_779,36,male,divorced,Andijan,high_school,27
780,Client_780,28,male,single,Bukhara,high_school,29
781,Client_781,24,male,widowed,Namangan,master,17
782,Client_782,60,female,divorced,Tashkent,bachelor,26
783,Client_783,24,male,divorced,Andijan,bachelor,34
784,Client_784,45,female,divorced,Andijan,master,25
785,Client_785,23,male,divorced,Namangan,bachelor,17
786,Client_786,52,male,married,Tashkent,master,32
787,Client_787,23,male,widowed,Tashkent,bachelor,24
788,Client_788,47,male,single,Namangan,high_school,30
789,Client_789,49,female,single,Samarkand,master,1
790,Client_790,52,female,married,Andijan,bachelor,32
791,Client_791,39,male,widowed,Andijan,high_school,31
792,Client_792,41,female,divorced,Bukhara,high_school,17
793,Client_793,25,male,married,Namangan,high_school,16
794,Client_794,38,male,widowed,Bukhara,bachelor,33
795,Client_795,48,male,divorced,Bukhara,master,6
796,Client_796,62,male,married,Tashkent,master,34
797,Client_797,42,female,widowed,Andijan,master,29
798,Client_798,41,male,single,Bukhara,high_school,11
799,Client_799,26,male,single,Tashkent,high_school,34
800,Client_800,21,female,widowed,Namangan,high_school,10
801,Client_801,25,male,single,Bukhara,master,3
802,Client_802,61,male,widowed,Andijan,high_school,24
803,Client_803,32,male,divorced,Bukhara,bachelor,31
804,Client_804,46,female,widowed,Namangan,bachelor,19
805,Client_805,54,male,divorced,Bukhara,bachelor,30
806,Client_806,34,female,married,Andijan,high_school,3
807,Client_807,46,male,widowed,Tashkent,phd,0
808,Client_808,47,male,married,Andijan,phd,2
809,Client_809,29,female,single,Tashkent,high_school,21
810,Client_810,46,male,divorced,Samarkand,bachelor,16
811,Client_811,42,male,widowed,Andijan,phd,13
812,Client_812,50,female,married,Andijan,high_school,34
813,Client_813,63,female,divorced,Namangan,bachelor,12
814,Client_814,37,female,divorced,Bukhara,high_school,34
815,Client_815,46,female,single,Tashkent,bachelor,1
816,Client_816,56,female,single,Tashkent,high_school,12
817,Client_817,21,male,divorced,Namangan,bachelor,15
818,Client_818,28,female,divorced,Namangan,high_school,17
819,Client_819,55,male,widowed,Bukhara,bachelor,6
820,Client_820,35,male,divorced,Bukhara,phd,29
821,Client_821,42,male,widowed,Andijan,master,6
822,Client_822,34,female,divorced,Samarkand,master,14
823,Client_823,46,female,single,Bukhara,bachelor,18
824,Client_824,48,male,widowed,Namangan,high_school,1
825,Client_825,43,female,married,Bukhara,high_school,12
826,Client_826,34,female,single,Tashkent,master,30
827,Client_827,44,female,widowed,Samarkand,high_school,15
828,Client_828,22,female,widowed,Andijan,high_school,5
829,Client_829,46,male,married,Tashkent,bachelor,27
830,Client_830,34,male,widowed,Tashkent,high_school,31
831,Client_831,27,female,divorced,Samarkand,high_school,9
832,Client_832,23,male,married,Andijan,phd,17
833,Client_833,43,female,single,Namangan,master,3
834,Client_834,63,female,single,Andijan,bachelor,8
835,Client_835,38,male,divorced,Bukhara,phd,6
836,Client_836,58,male,single,Tashkent,bachelor,7
837,Client_837,55,male,widowed,Bukhara,bachelor,6
838,Client_838,35,female,widowed,Namangan,high_school,2
839,Client_839,45,male,divorced,Bukhara,high_school,16
840,Client_840,57,female,single,Andijan,bachelor,1
841,Client_841,48,male,single,Bukhara,master,14
842,Client_842,30,male,divorced,Namangan,bachelor,28
843,Client_843,59,female,married,Namangan,high_school,21
844,Client_844,37,female,single,Namangan,high_school,3
845,Client_845,59,female,married,Andijan,master,5
846,Client_846,42,female,single,Namangan,high_school,25
847,Client_847,46,female,single,Tashkent,bachelor,10
848,Client_848,64,female,single,Namangan,high_school,25
849,Client_849,45,female,single,Bukhara,high_school,16
850,Client_850,37,female,widowed,Bukhara,bachelor,23
851,Client_851,33,male,married,Bukhara,bachelor,27
852,Client_852,40,female,married,Andijan,high_school,34
853,Client_853,45,female,single,Bukhara,high_school,30
854,Client_854,24,male,single,Andijan,master,12
855,Client_855,30,female,married,Andijan,high_school,34
856,Client_856,23,male,widowed,Namangan,bachelor,15
857,Client_857,61,male,divorced,Tashkent,phd,14
858,Client_858,38,female,divorced,Namangan,high_school,17
859,Client_859,56,male,married,Namangan,master,26
860,Client_860,42,female,single,Andijan,high_school,34
861,Client_861,54,male,single,Andijan,bachelor,34
862,Client_862,28,male,widowed,Bukhara,high_school,27
863,Client_863,60,male,divorced,Bukhara,phd,8
864,Client_864,64,female,widowed,Namangan,high_school,11
865,Client_865,39,female,divorced,Samarkand,high_school,14
866,Client_866,62,male,married,Samarkand,phd,20
867,Client_867,61,male,divorced,Bukhara,bachelor,34
868,Client_868,57,female,widowed,Samarkand,bachelor,32
869,Client_869,26,female,widowed,Bukhara,high_school,18
870,Client_870,46,male,widowed,Andijan,bachelor,22
871,Client_871,54,male,married,Namangan,high_school,12
872,Client_872,26,female,divorced,Tashkent,high_school,0
873,Client_873,57,female,divorced,Namangan,bachelor,28
874,Client_874,53,female,widowed,Bukhara,high_school,23
875,Client_875,42,female,divorced,Bukhara,phd,15
876,Client_876,41,female,single,Namangan,master,24
877,Client_877,26,male,single,Bukhara,bachelor,22
878,Client_878,26,female,single,Samarkand,master,27
879,Client_879,24,male,divorced,Samarkand,bachelor,15
880,Client_880,50,female,married,Bukhara,high_school,10
881,Client_881,31,male,married,Bukhara,master,2
882,Client_882,50,female,married,Samarkand,high_school,14
883,Client_883,51,female,married,Bukhara,high_school,0
884,Client_884,44,male,single,Bukhara,master,6
885,Client_885,29,male,single,Namangan,bachelor,0
886,Client_886,23,female,widowed,Tashkent,master,31
887,Client_887,51,female,divorced,Samarkand,high_school,8
888,Client_888,60,female,divorced,Namangan,bachelor,28
889,Client_889,57,female,married,Tashkent,high_school,25
890,Client_890,56,female,single,Bukhara,bachelor,22
891,Client_891,44,male,married,Bukhara,master,28
892,Client_892,51,male,widowed,Namangan,bachelor,32
893,Client_893,26,female,divorced,Bukhara,high_school,6
894,Client_894,22,male,divorced,Andijan,high_school,11
895,Client_895,40,male,married,Namangan,high_school,30
896,Client_896,48,male,widowed,Tashkent,bachelor,31
897,Client_897,31,female,divorced,Namangan,master,19
898,Client_898,24,male,widowed,Samarkand,high_school,16
899,Client_899,35,female,widowed,Namangan,bachelor,2
900,Client_900,26,male,married,Bukhara,master,0
901,Client_901,50,female,single,Bukhara,bachelor,26
902,Client_902,58,male,married,Andijan,bachelor,32
903,Client_903,22,female,single,Andijan,master,19
904,Client_904,35,female,widowed,Andijan,high_school,13
905,Client_905,31,male,single,Tashkent,high_school,4
906,Client_906,28,female,widowed,Andijan,high_school,22
907,Client_907,46,female,divorced,Tashkent,phd,14
908,Client_908,64,female,divorced,Andijan,master,5
909,Client_909,25,female,divorced,Tashkent,master,32
910,Client_910,26,female,married,Namangan,high_school,18
911,Client_911,46,female,married,Namangan,bachelor,12
912,Client_912,24,female,widowed,Bukhara,high_school,28
913,Client_913,39,female,divorced,Tashkent,high_school,5
914,Client_914,40,male,married,Samarkand,bachelor,14
915,Client_915,53,male,divorced,Bukhara,phd,15
916,Client_916,40,female,married,Namangan,master,23
917,Client_917,32,female,single,Tashkent,bachelor,22
918,Client_918,21,male,single,Andijan,high_school,9
919,Client_919,46,male,divorced,Samarkand,high_school,16
920,Client_920,34,male,widowed,Namangan,high_school,29
921,Client_921,58,female,married,Bukhara,master,9
922,Client_922,57,male,married,Tashkent,master,18
923,Client_923,31,female,single,Samarkand,high_school,28
924,Client_924,56,female,single,Tashkent,bachelor,1
925,Client_925,33,male,widowed,Andijan,high_school,18
926,Client_926,63,female,widowed,Bukhara,high_school,6
927,Client_927,23,female,widowed,Tashkent,bachelor,25
928,Client_928,53,female,divorced,Namangan,high_school,14
929,Client_929,26,female,single,Bukhara,bachelor,2
930,Client_930,30,male,divorced,Namangan,master,15
931,Client_931,25,male,single,Tashkent,bachelor,1
932,Client_932,43,female,single,Bukhara,high_school,30
933,Client_933,30,female,married,Namangan,high_school,27
934,Client_934,64,male,single,Andijan,bachelor,6
935,Client_935,22,female,single,Andijan,high_school,29
936,Client_936,33,male,divorced,Tashkent,high_school,6
937,Client_937,60,female,single,Bukhara,bachelor,28
938,Client_938,22,female,divorced,Samarkand,bachelor,23
939,Client_939,40,male,widowed,Bukhara,master,3
940,Client_940,21,male,single,Andijan,high_school,28
941,Client_941,57,male,single,Namangan,master,4
942,Client_942,29,male,divorced,Samarkand,high_school,28
943,Client_943,37,female,widowed,Tashkent,high_school,29
944,Client_944,29,male,married,Samarkand,bachelor,28
945,Client_945,31,female,widowed,Tashkent,bachelor,25
946,Client_946,35,male,divorced,Samarkand,master,18
947,Client_947,44,male,widowed,Tashkent,bachelor,25
948,Client_948,58,female,divorced,Tashkent,master,26
949,Client_949,55,male,divorced,Samarkand,master,29
950,Client_950,50,male,married,Samarkand,bachelor,29
951,Client_951,51,male,single,Tashkent,bachelor,2
952,Client_952,25,male,divorced,Andijan,bachelor,6
953,Client_953,64,female,divorced,Samarkand,phd,8
954,Client_954,34,female,married,Bukhara,master,12
955,Client_955,31,male,divorced,Namangan,high_school,14
956,Client_956,29,male,single,Tashkent,master,4
957,Client_957,54,male,married,Tashkent,high_school,28
958,Client_958,32,female,single,Namangan,bachelor,34
959,Client_959,55,female,single,Andijan,high_school,26
960,Client_960,55,female,married,Namangan,bachelor,26
961,Client_961,21,female,divorced,Samarkand,master,7
962,Client_962,60,male,single,Namangan,high_school,31
963,Client_963,42,male,single,Tashkent,high_school,19
964,Client_964,49,male,single,Namangan,high_school,9
965,Client_965,28,female,single,Bukhara,bachelor,12
966,Client_966,31,male,married,Samarkand,high_school,28
967,Client_967,61,female,married,Namangan,high_school,34
968,Client_968,57,female,widowed,Tashkent,high_school,7
969,Client_969,34,male,widowed,Samarkand,bachelor,28
970,Client_970,50,male,single,Tashkent,high_school,30
971,Client_971,55,male,divorced,Andijan,bachelor,29
972,Client_972,41,female,single,Bukhara,high_school,21
973,Client_973,57,female,divorced,Andijan,bachelor,20
974,Client_974,25,male,single,Bukhara,high_school,11
975,Client_975,39,male,widowed,Namangan,bachelor,10
976,Client_976,34,female,widowed,Samarkand,high_school,1
977,Client_977,46,male,divorced,Namangan,bachelor,1
978,Client_978,24,female,single,Bukhara,master,33
979,Client_979,45,female,divorced,Bukhara,master,2
980,Client_980,62,male,widowed,Bukhara,bachelor,15
981,Client_981,45,male,single,Tashkent,bachelor,3
982,Client_982,38,male,single,Samarkand,master,22
983,Client_983,60,male,divorced,Namangan,bachelor,19
984,Client_984,28,female,married,Namangan,high_school,24
985,Client_985,59,female,divorced,Andijan,master,29
986,Client_986,60,female,widowed,Bukhara,bachelor,17
987,Client_987,34,male,widowed,Bukhara,high_school,10
988,Client_988,52,female,widowed,Bukhara,high_school,28
989,Client_989,58,male,widowed,Namangan,high_school,16
990,Client_990,53,male,widowed,Andijan,bachelor,25
991,Client_991,43,male,married,Tashkent,high_school,22
992,Client_992,35,male,single,Samarkand,high_school,19
993,Client_993,53,male,divorced,Tashkent,high_school,1
994,Client_994,45,male,divorced,Namangan,bachelor,23
995,Client_995,37,female,widowed,Bukhara,bachelor,30
996,Client_996,53,male,divorced,Samarkand,high_school,26
997,Client_997,22,female,widowed,Namangan,high_school,1
998,Client_998,34,female,married,Namangan,high_school,13
999,Client_999,60,male,married,Namangan,master,3
1000,Client_1000,60,male,single,Samarkand,bachelor,12
1001,Client_1001,59,male,married,Samarkand,bachelor,34
1002,Client_1002,26,female,married,Andijan,high_school,7
1003,Client_1003,26,male,single,Andijan,bachelor,1
1004,Client_1004,23,female,divorced,Tashkent,bachelor,5
1005,Client_1005,27,male,widowed,Samarkand,high_school,30
1006,Client_1006,28,male,widowed,Samarkand,high_school,9
1007,Client_1007,62,female,divorced,Samarkand,high_school,20
1008,Client_1008,35,female,single,Andijan,master,9
1009,Client_1009,49,male,divorced,Namangan,master,22
1010,Client_1010,53,female,married,Bukhara,bachelor,2
1011,Client_1011,50,female,single,Andijan,bachelor,31
1012,Client_1012,59,female,single,Samarkand,high_school,19
1013,Client_1013,47,female,single,Andijan,bachelor,9
1014,Client_1014,56,female,widowed,Tashkent,bachelor,28
1015,Client_1015,49,male,divorced,Samarkand,high_school,33
1016,Client_1016,58,male,single,Tashkent,master,19
1017,Client_1017,53,female,single,Samarkand,high_school,7
1018,Client_1018,57,male,single,Andijan,high_school,6
1019,Client_1019,47,male,divorced,Namangan,bachelor,5
1020,Client_1020,53,female,widowed,Bukhara,bachelor,10
1021,Client_1021,24,male,married,Tashkent,bachelor,17
1022,Client_1022,42,female,widowed,Andijan,high_school,28
1023,Client_1023,22,female,single,Namangan,master,24
1024,Client_1024,30,male,widowed,Andijan,bachelor,20
1025,Client_1025,25,female,widowed,Tashkent,bachelor,2
1026,Client_1026,30,female,married,Bukhara,phd,17
1027,Client_1027,53,female,divorced,Andijan,bachelor,23
1028,Client_1028,58,female,divorced,Samarkand,high_school,9
1029,Client_1029,33,female,widowed,Namangan,master,26
1030,Client_1030,51,male,widowed,Andijan,high_school,11
1031,Client_1031,56,male,divorced,Namangan,high_school,6
1032,Client_1032,44,female,divorced,Samarkand,bachelor,16
1033,Client_1033,35,female,married,Bukhara,phd,0
1034,Client_1034,49,male,single,Bukhara,high_school,25
1035,Client_1035,28,female,widowed,Samarkand,bachelor,14
1036,Client_1036,25,male,divorced,Namangan,high_school,32
1037,Client_1037,49,female,widowed,Andijan,bachelor,30
1038,Client_1038,24,female,widowed,Samarkand,bachelor,34
1039,Client_1039,32,female,divorced,Tashkent,bachelor,0
1040,Client_1040,22,female,married,Namangan,high_school,7
1041,Client_1041,47,female,widowed,Bukhara,bachelor,11
1042,Client_1042,51,female,married,Samarkand,phd,18
1043,Client_1043,56,female,divorced,Bukhara,bachelor,24
1044,Client_1044,56,male,single,Namangan,bachelor,31
1045,Client_1045,46,male,single,Bukhara,master,11
1046,Client_1046,63,male,widowed,Samarkand,high_school,12
1047,Client_1047,47,female,divorced,Namangan,bachelor,27
1048,Client_1048,25,female,married,Tashkent,master,0
1049,Client_1049,40,female,widowed,Samarkand,high_school,5
1050,Client_1050,31,female,divorced,Andijan,bachelor,7
1051,Client_1051,30,female,divorced,Samarkand,high_school,3
1052,Client_1052,60,female,married,Namangan,bachelor,4
1053,Client_1053,58,female,widowed,Samarkand,bachelor,24
1054,Client_1054,26,male,divorced,Tashkent,high_school,21
1055,Client_1055,28,female,divorced,Tashkent,bachelor,27
1056,Client_1056,43,male,divorced,Andijan,high_school,22
1057,Client_1057,46,male,married,Bukhara,high_school,3
1058,Client_1058,63,female,widowed,Namangan,high_school,3
1059,Client_1059,32,female,widowed,Namangan,master,20
1060,Client_1060,46,male,widowed,Bukhara,high_school,1
1061,Client_1061,33,male,widowed,Tashkent,master,6
1062,Client_1062,60,female,single,Tashkent,bachelor,15
1063,Client_1063,38,female,single,Samarkand,high_school,16
1064,Client_1064,45,male,widowed,Andijan,bachelor,19
1065,Client_1065,53,female,married,Andijan,bachelor,22
1066,Client_1066,60,female,single,Andijan,bachelor,33
1067,Client_1067,63,female,divorced,Samarkand,high_school,10
1068,Client_1068,32,male,single,Andijan,high_school,33
1069,Client_1069,64,male,divorced,Bukhara,high_school,32
1070,Client_1070,56,male,widowed,Samarkand,high_school,25
1071,Client_1071,24,female,single,Bukhara,high_school,1
1072,Client_1072,25,female,married,Samarkand,high_school,22
1073,Client_1073,57,male,single,Andijan,high_school,21
1074,Client_1074,28,male,single,Bukhara,high_school,33
1075,Client_1075,62,male,single,Bukhara,high_school,14
1076,Client_1076,48,female,widowed,Bukhara,high_school,9
1077,Client_1077,51,male,married,Samarkand,phd,14
1078,Client_1078,29,male,single,Namangan,high_school,28
1079,Client_1079,49,female,married,Andijan,bachelor,22
1080,Client_1080,34,female,widowed,Bukhara,high_school,16
1081,Client_1081,60,female,divorced,Namangan,master,8
1082,Client_1082,61,male,single,Andijan,high_school,8
1083,Client_1083,42,female,married,Andijan,phd,15
1084,Client_1084,31,female,married,Bukhara,bachelor,32
1085,Client_1085,43,male,widowed,Bukhara,high_school,30
1086,Client_1086,21,female,single,Samarkand,master,5
